id,from_id,to_id,type,description,product_id,confidence,status,value,unit,value_type,period,valid_from,valid_to,source_ids,note
rel_us_slb_sells_industrial_software,US_SLB,industrial_software,SELLS,SLB sells industrial software; source is latest official SEC filing metadata.,industrial_software,0.75,candidate,,,reported,2025,,,source_sec_slb_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cost_sells_retail_service,US_COST,retail_service,SELLS,Costco sells retail service; source is latest official SEC filing metadata.,retail_service,0.75,candidate,,,reported,2025,,,source_sec_cost_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cost_sells_ecommerce_marketplace,US_COST,ecommerce_marketplace,SELLS,Costco sells ecommerce marketplace; source is latest official SEC filing metadata.,ecommerce_marketplace,0.75,candidate,,,reported,2025,,,source_sec_cost_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_hd_sells_home_improvement_retail,US_HD,home_improvement_retail,SELLS,Home Depot sells home improvement retail; source is latest official SEC filing metadata.,home_improvement_retail,0.75,candidate,,,reported,2026,,,source_sec_hd_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_hd_sells_retail_service,US_HD,retail_service,SELLS,Home Depot sells retail service; source is latest official SEC filing metadata.,retail_service,0.75,candidate,,,reported,2026,,,source_sec_hd_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_mcd_sells_restaurant_service,US_MCD,restaurant_service,SELLS,McDonald's sells restaurant service; source is latest official SEC filing metadata.,restaurant_service,0.75,candidate,,,reported,2025,,,source_sec_mcd_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_sbux_sells_restaurant_service,US_SBUX,restaurant_service,SELLS,Starbucks sells restaurant service; source is latest official SEC filing metadata.,restaurant_service,0.75,candidate,,,reported,2025,,,source_sec_sbux_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_sbux_sells_beverage_product,US_SBUX,beverage_product,SELLS,Starbucks sells beverage product; source is latest official SEC filing metadata.,beverage_product,0.75,candidate,,,reported,2025,,,source_sec_sbux_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ko_sells_beverage_product,US_KO,beverage_product,SELLS,Coca-Cola sells beverage product; source is latest official SEC filing metadata.,beverage_product,0.75,candidate,,,reported,2025,,,source_sec_ko_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_pep_sells_beverage_product,US_PEP,beverage_product,SELLS,PepsiCo sells beverage product; source is latest official SEC filing metadata.,beverage_product,0.75,candidate,,,reported,2025,,,source_sec_pep_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_pep_sells_food_beverage_product,US_PEP,food_beverage_product,SELLS,PepsiCo sells food beverage product; source is latest official SEC filing metadata.,food_beverage_product,0.75,candidate,,,reported,2025,,,source_sec_pep_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_pg_sells_consumer_goods,US_PG,consumer_goods,SELLS,Procter & Gamble sells consumer goods; source is latest official SEC filing metadata.,consumer_goods,0.75,candidate,,,reported,2025,,,source_sec_pg_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_bac_sells_financial_service,US_BAC,financial_service,SELLS,Bank of America sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_bac_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_wfc_sells_financial_service,US_WFC,financial_service,SELLS,Wells Fargo sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_wfc_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_gs_sells_financial_service,US_GS,financial_service,SELLS,Goldman Sachs sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_gs_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_gs_sells_securities_service,US_GS,securities_service,SELLS,Goldman Sachs sells securities service; source is latest official SEC filing metadata.,securities_service,0.75,candidate,,,reported,2025,,,source_sec_gs_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ms_sells_financial_service,US_MS,financial_service,SELLS,Morgan Stanley sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_ms_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ms_sells_securities_service,US_MS,securities_service,SELLS,Morgan Stanley sells securities service; source is latest official SEC filing metadata.,securities_service,0.75,candidate,,,reported,2025,,,source_sec_ms_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_blk_sells_financial_service,US_BLK,financial_service,SELLS,BlackRock sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_blk_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_blk_sells_enterprise_software,US_BLK,enterprise_software,SELLS,BlackRock sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_blk_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_spgi_sells_financial_service,US_SPGI,financial_service,SELLS,S&P Global sells financial service; source is latest official SEC filing metadata.,financial_service,0.75,candidate,,,reported,2025,,,source_sec_spgi_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_spgi_sells_data_analytics_software,US_SPGI,data_analytics_software,SELLS,S&P Global sells data analytics software; source is latest official SEC filing metadata.,data_analytics_software,0.75,candidate,,,reported,2025,,,source_sec_spgi_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ge_sells_aerospace_component,US_GE,aerospace_component,SELLS,GE Aerospace sells aerospace component; source is latest official SEC filing metadata.,aerospace_component,0.75,candidate,,,reported,2025,,,source_sec_ge_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ge_sells_aerospace_defense_system,US_GE,aerospace_defense_system,SELLS,GE Aerospace sells aerospace defense system; source is latest official SEC filing metadata.,aerospace_defense_system,0.75,candidate,,,reported,2025,,,source_sec_ge_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cat_sells_construction_mining_equipment,US_CAT,construction_mining_equipment,SELLS,Caterpillar sells construction mining equipment; source is latest official SEC filing metadata.,construction_mining_equipment,0.75,candidate,,,reported,2025,,,source_sec_cat_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_cat_sells_industrial_equipment_product,US_CAT,industrial_equipment_product,SELLS,Caterpillar sells industrial equipment product; source is latest official SEC filing metadata.,industrial_equipment_product,0.75,candidate,,,reported,2025,,,source_sec_cat_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_rtx_sells_aerospace_component,US_RTX,aerospace_component,SELLS,RTX sells aerospace component; source is latest official SEC filing metadata.,aerospace_component,0.75,candidate,,,reported,2025,,,source_sec_rtx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_rtx_sells_aerospace_defense_system,US_RTX,aerospace_defense_system,SELLS,RTX sells aerospace defense system; source is latest official SEC filing metadata.,aerospace_defense_system,0.75,candidate,,,reported,2025,,,source_sec_rtx_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_hon_sells_industrial_automation_equipment,US_HON,industrial_automation_equipment,SELLS,Honeywell sells industrial automation equipment; source is latest official SEC filing metadata.,industrial_automation_equipment,0.75,candidate,,,reported,2025,,,source_sec_hon_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_hon_sells_aerospace_component,US_HON,aerospace_component,SELLS,Honeywell sells aerospace component; source is latest official SEC filing metadata.,aerospace_component,0.75,candidate,,,reported,2025,,,source_sec_hon_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_hon_sells_enterprise_software,US_HON,enterprise_software,SELLS,Honeywell sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_hon_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_de_sells_agricultural_equipment,US_DE,agricultural_equipment,SELLS,Deere sells agricultural equipment; source is latest official SEC filing metadata.,agricultural_equipment,0.75,candidate,,,reported,2025,,,source_sec_de_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_de_sells_construction_mining_equipment,US_DE,construction_mining_equipment,SELLS,Deere sells construction mining equipment; source is latest official SEC filing metadata.,construction_mining_equipment,0.75,candidate,,,reported,2025,,,source_sec_de_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_ups_sells_logistics_service,US_UPS,logistics_service,SELLS,UPS sells logistics service; source is latest official SEC filing metadata.,logistics_service,0.75,candidate,,,reported,2025,,,source_sec_ups_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_unp_sells_railroad_service,US_UNP,railroad_service,SELLS,Union Pacific sells railroad service; source is latest official SEC filing metadata.,railroad_service,0.75,candidate,,,reported,2025,,,source_sec_unp_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_unp_sells_logistics_service,US_UNP,logistics_service,SELLS,Union Pacific sells logistics service; source is latest official SEC filing metadata.,logistics_service,0.75,candidate,,,reported,2025,,,source_sec_unp_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_klac_produces_semiconductor_equipment_product,US_KLAC,semiconductor_equipment_product,PRODUCES,KLA produces semiconductor equipment product; source is latest official SEC filing metadata.,semiconductor_equipment_product,0.75,candidate,,,reported,2025,,,source_sec_klac_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_adi_produces_analog_ic,US_ADI,analog_ic,PRODUCES,Analog Devices produces analog ic; source is latest official SEC filing metadata.,analog_ic,0.75,candidate,,,reported,2025,,,source_sec_adi_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_adi_sells_power_management_ic,US_ADI,power_management_ic,SELLS,Analog Devices sells power management ic; source is latest official SEC filing metadata.,power_management_ic,0.75,candidate,,,reported,2025,,,source_sec_adi_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_mrvl_produces_network_ic,US_MRVL,network_ic,PRODUCES,Marvell Technology produces network ic; source is latest official SEC filing metadata.,network_ic,0.75,candidate,,,reported,2026,,,source_sec_mrvl_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_mrvl_produces_custom_ai_accelerator,US_MRVL,custom_ai_accelerator,PRODUCES,Marvell Technology produces custom ai accelerator; source is latest official SEC filing metadata.,custom_ai_accelerator,0.75,candidate,,,reported,2026,,,source_sec_mrvl_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_mchp_produces_analog_ic,US_MCHP,analog_ic,PRODUCES,Microchip Technology produces analog ic; source is latest official SEC filing metadata.,analog_ic,0.75,candidate,,,reported,2026,,,source_sec_mchp_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_mchp_produces_network_ic,US_MCHP,network_ic,PRODUCES,Microchip Technology produces network ic; source is latest official SEC filing metadata.,network_ic,0.75,candidate,,,reported,2026,,,source_sec_mchp_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_pltr_sells_data_analytics_software,US_PLTR,data_analytics_software,SELLS,Palantir sells data analytics software; source is latest official SEC filing metadata.,data_analytics_software,0.75,candidate,,,reported,2025,,,source_sec_pltr_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_pltr_sells_enterprise_software,US_PLTR,enterprise_software,SELLS,Palantir sells enterprise software; source is latest official SEC filing metadata.,enterprise_software,0.75,candidate,,,reported,2025,,,source_sec_pltr_2025_10k,agent curated from official SEC filing index; review before verified
rel_us_snow_sells_database_software,US_SNOW,database_software,SELLS,Snowflake sells database software; source is latest official SEC filing metadata.,database_software,0.75,candidate,,,reported,2026,,,source_sec_snow_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_snow_sells_cloud_infrastructure_service,US_SNOW,cloud_infrastructure_service,SELLS,Snowflake sells cloud infrastructure service; source is latest official SEC filing metadata.,cloud_infrastructure_service,0.75,candidate,,,reported,2026,,,source_sec_snow_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_snow_sells_data_analytics_software,US_SNOW,data_analytics_software,SELLS,Snowflake sells data analytics software; source is latest official SEC filing metadata.,data_analytics_software,0.75,candidate,,,reported,2026,,,source_sec_snow_2026_10k,agent curated from official SEC filing index; review before verified
rel_us_msft_belongs_to_software_cloud,US_MSFT,software_cloud,BELONGS_TO,Microsoft is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_msft_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_googl_belongs_to_internet_platform,US_GOOGL,internet_platform,BELONGS_TO,Alphabet is classified in internet platform based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_googl_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_amzn_belongs_to_internet_platform,US_AMZN,internet_platform,BELONGS_TO,Amazon is classified in internet platform based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_amzn_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_meta_belongs_to_internet_platform,US_META,internet_platform,BELONGS_TO,Meta is classified in internet platform based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_meta_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_tsla_belongs_to_automotive_ev,US_TSLA,automotive_ev,BELONGS_TO,Tesla is classified in automotive ev based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_tsla_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_avgo_belongs_to_semiconductor,US_AVGO,semiconductor,BELONGS_TO,Broadcom is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_avgo_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_orcl_belongs_to_software_cloud,US_ORCL,software_cloud,BELONGS_TO,Oracle is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_orcl_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_crm_belongs_to_software_cloud,US_CRM,software_cloud,BELONGS_TO,Salesforce is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_crm_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_nflx_belongs_to_internet_platform,US_NFLX,internet_platform,BELONGS_TO,Netflix is classified in internet platform based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_nflx_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_adbe_belongs_to_software_cloud,US_ADBE,software_cloud,BELONGS_TO,Adobe is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_adbe_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_qcom_belongs_to_semiconductor,US_QCOM,semiconductor,BELONGS_TO,Qualcomm is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_qcom_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_intc_belongs_to_semiconductor,US_INTC,semiconductor,BELONGS_TO,Intel is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_intc_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ibm_belongs_to_software_cloud,US_IBM,software_cloud,BELONGS_TO,IBM is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ibm_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_csco_belongs_to_software_cloud,US_CSCO,software_cloud,BELONGS_TO,Cisco is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_csco_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_txn_belongs_to_semiconductor,US_TXN,semiconductor,BELONGS_TO,Texas Instruments is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_txn_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_amat_belongs_to_semiconductor_equipment,US_AMAT,semiconductor_equipment,BELONGS_TO,Applied Materials is classified in semiconductor equipment based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_amat_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_lrcx_belongs_to_semiconductor_equipment,US_LRCX,semiconductor_equipment,BELONGS_TO,Lam Research is classified in semiconductor equipment based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_lrcx_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_now_belongs_to_software_cloud,US_NOW,software_cloud,BELONGS_TO,ServiceNow is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_now_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_panw_belongs_to_software_cloud,US_PANW,software_cloud,BELONGS_TO,Palo Alto Networks is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_panw_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_uber_belongs_to_internet_platform,US_UBER,internet_platform,BELONGS_TO,Uber is classified in internet platform based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_uber_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_jpm_belongs_to_financial_services,US_JPM,financial_services,BELONGS_TO,JPMorgan Chase is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_jpm_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_v_belongs_to_financial_services,US_V,financial_services,BELONGS_TO,Visa is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_v_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ma_belongs_to_financial_services,US_MA,financial_services,BELONGS_TO,Mastercard is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ma_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_wmt_belongs_to_retail,US_WMT,retail,BELONGS_TO,Walmart is classified in retail based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_wmt_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_lly_belongs_to_healthcare,US_LLY,healthcare,BELONGS_TO,Eli Lilly is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_lly_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_unh_belongs_to_healthcare,US_UNH,healthcare,BELONGS_TO,UnitedHealth Group is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_unh_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_jnj_belongs_to_healthcare,US_JNJ,healthcare,BELONGS_TO,Johnson & Johnson is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_jnj_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_abbv_belongs_to_healthcare,US_ABBV,healthcare,BELONGS_TO,AbbVie is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_abbv_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_mrk_belongs_to_healthcare,US_MRK,healthcare,BELONGS_TO,Merck is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_mrk_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_abt_belongs_to_healthcare,US_ABT,healthcare,BELONGS_TO,Abbott is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_abt_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_tmo_belongs_to_healthcare,US_TMO,healthcare,BELONGS_TO,Thermo Fisher Scientific is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_tmo_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_isrg_belongs_to_healthcare,US_ISRG,healthcare,BELONGS_TO,Intuitive Surgical is classified in healthcare based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_isrg_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_xom_belongs_to_energy,US_XOM,energy,BELONGS_TO,Exxon Mobil is classified in energy based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_xom_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_cvx_belongs_to_energy,US_CVX,energy,BELONGS_TO,Chevron is classified in energy based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_cvx_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_cop_belongs_to_energy,US_COP,energy,BELONGS_TO,ConocoPhillips is classified in energy based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_cop_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_slb_belongs_to_energy,US_SLB,energy,BELONGS_TO,SLB is classified in energy based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_slb_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_cost_belongs_to_retail,US_COST,retail,BELONGS_TO,Costco is classified in retail based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_cost_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_hd_belongs_to_retail,US_HD,retail,BELONGS_TO,Home Depot is classified in retail based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_hd_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_mcd_belongs_to_restaurants,US_MCD,restaurants,BELONGS_TO,McDonald's is classified in restaurants based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_mcd_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_sbux_belongs_to_restaurants,US_SBUX,restaurants,BELONGS_TO,Starbucks is classified in restaurants based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_sbux_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ko_belongs_to_consumer_staples,US_KO,consumer_staples,BELONGS_TO,Coca-Cola is classified in consumer staples based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ko_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_pep_belongs_to_consumer_staples,US_PEP,consumer_staples,BELONGS_TO,PepsiCo is classified in consumer staples based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_pep_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_pg_belongs_to_consumer_staples,US_PG,consumer_staples,BELONGS_TO,Procter & Gamble is classified in consumer staples based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_pg_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_bac_belongs_to_financial_services,US_BAC,financial_services,BELONGS_TO,Bank of America is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_bac_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_wfc_belongs_to_financial_services,US_WFC,financial_services,BELONGS_TO,Wells Fargo is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_wfc_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_gs_belongs_to_financial_services,US_GS,financial_services,BELONGS_TO,Goldman Sachs is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_gs_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ms_belongs_to_financial_services,US_MS,financial_services,BELONGS_TO,Morgan Stanley is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ms_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_blk_belongs_to_financial_services,US_BLK,financial_services,BELONGS_TO,BlackRock is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_blk_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_spgi_belongs_to_financial_services,US_SPGI,financial_services,BELONGS_TO,S&P Global is classified in financial services based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_spgi_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ge_belongs_to_aerospace_defense,US_GE,aerospace_defense,BELONGS_TO,GE Aerospace is classified in aerospace defense based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ge_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_cat_belongs_to_industrial_machinery,US_CAT,industrial_machinery,BELONGS_TO,Caterpillar is classified in industrial machinery based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_cat_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_rtx_belongs_to_aerospace_defense,US_RTX,aerospace_defense,BELONGS_TO,RTX is classified in aerospace defense based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_rtx_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_hon_belongs_to_industrial_machinery,US_HON,industrial_machinery,BELONGS_TO,Honeywell is classified in industrial machinery based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_hon_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_de_belongs_to_industrial_machinery,US_DE,industrial_machinery,BELONGS_TO,Deere is classified in industrial machinery based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_de_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_ups_belongs_to_transportation_logistics,US_UPS,transportation_logistics,BELONGS_TO,UPS is classified in transportation logistics based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_ups_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_unp_belongs_to_transportation_logistics,US_UNP,transportation_logistics,BELONGS_TO,Union Pacific is classified in transportation logistics based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_unp_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_klac_belongs_to_semiconductor_equipment,US_KLAC,semiconductor_equipment,BELONGS_TO,KLA is classified in semiconductor equipment based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_klac_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_adi_belongs_to_semiconductor,US_ADI,semiconductor,BELONGS_TO,Analog Devices is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_adi_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_mrvl_belongs_to_semiconductor,US_MRVL,semiconductor,BELONGS_TO,Marvell Technology is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_mrvl_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_mchp_belongs_to_semiconductor,US_MCHP,semiconductor,BELONGS_TO,Microchip Technology is classified in semiconductor based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_mchp_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_pltr_belongs_to_software_cloud,US_PLTR,software_cloud,BELONGS_TO,Palantir is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_pltr_submissions,agent curated industry classification from official SEC filing index; review before verified
rel_us_snow_belongs_to_software_cloud,US_SNOW,software_cloud,BELONGS_TO,Snowflake is classified in software cloud based on curated product/service exposure and official SEC source metadata.,,0.75,candidate,,,reported,2026,,,source_sec_snow_submissions,agent curated industry classification from official SEC filing index; review before verified
